"","GSM131331.DT","GSM131332.DT","GSM131335.DT","GSM131336.DT","GSM131339.DT","GSM131340.DT","GSM131343.DT","GSM131344.DT","GSM131347.DT","GSM131348.DT","GSM131351.DT","GSM131352.DT","GSM131355.DT","GSM131356.DT","GSM131259.CT","GSM131260.CT","GSM131263.CT","GSM131264.CT","GSM131267.CT","GSM131268.CT","GSM131271.CT","GSM131272.CT","GSM131275.CT","GSM131276.CT","GSM131279.CT","GSM131280.CT","GSM131455.HT","GSM131456.HT","GSM131459.HT","GSM131460.HT","GSM131463.HT","GSM131464.HT","GSM131467.HT","GSM131468.HT","GSM131307.ST","GSM131308.ST","GSM131311.ST","GSM131312.ST","GSM131315.ST","GSM131316.ST","GSM131319.ST","GSM131320.ST","GSM131323.ST","GSM131324.ST","GSM131327.ST","GSM131328.ST","GSM131223.WT","GSM131224.WT","GSM131227.WT","GSM131228.WT","GSM131231.WT","GSM131232.WT","GSM131235.WT","GSM131236.WT","GSM131239.WT","GSM131240.WT","GSM131243.WT","GSM131244.WT","GSM131247.WT","GSM131248.WT","GSM131251.WT","GSM131252.WT","GSM131255.WT","GSM131256.WT"
"244920_s_at","10.98432215","11.1605433","11.03830961","10.64004499","10.89608133","10.7880496","10.87525665","10.84152113","11.15742531","11.1557588","10.89242921","10.85662475","10.84122138","11.03971889","9.639414647","9.879104135","11.26018272","10.83284748","10.29218881","11.47961079","11.37751064","11.19964968","11.08795464","10.6089389","10.13576278","10.64132316","11.15199388","10.76498361","11.23139817","11.19912371","10.56735787","10.12707916","10.37661657","10.04474827","11.37489494","10.98836671","10.66423249","10.74099133","10.70284349","11.2800995","10.71587129","10.64623631","10.33517647","11.0333832","11.0596839","11.27377843","10.86025116","10.82887208","11.39474701","11.45788549","10.73668537","10.87364037","10.51825514","11.4245061","10.74982685","10.51978748","11.32279813","11.02597236","11.06264665","10.90303993","10.57654698","10.88212541","10.59037691","10.35048078"
"244929_at","10.9147372","10.85396595","10.82494712","10.55403142","10.81285275","10.76714738","10.85727776","10.98334494","11.32720385","11.26225756","11.09265043","10.83136538","10.91508279","10.99159377","9.948391413","9.804561006","10.3171548","10.99545108","10.44170674","10.99849732","11.01157311","10.74314921","11.03581848","10.79335923","10.20896711","10.59125486","10.59689644","10.18826427","11.07696851","10.81248116","10.84186588","10.04966751","9.975249902","9.835379405","11.19134954","11.12206665","10.7262938","10.7546714","10.82082738","11.06482004","10.67365582","10.7254885","10.25988557","11.2560585","11.28656164","11.09423336","9.95388612","10.29603293","11.56505328","11.49413596","10.42843766","10.40713866","10.28162404","11.1193308","11.20685746","10.81952205","11.34864304","11.07420215","11.2692186","11.23444156","10.61091634","10.69355649","10.54006039","10.41538748"
"245063_at","8.09576001","8.407619562","7.678157708","7.97709548","7.868177091","7.726696457","7.628593254","7.389793976","7.759605827","7.85516217","8.064848481","8.118565513","7.611582635","7.311017477","8.308459254","8.098007233","7.952706887","8.074702018","7.999997843","7.99825119","7.724172354","8.237837338","7.858168862","8.272850052","9.159375604","9.014039092","9.550344032","9.727815579","8.864070737","8.797578655","8.56679878","8.371169044","8.106816932","8.472599373","7.314481123","7.916521589","7.617042443","7.827067296","7.294934071","6.944764077","7.247517227","7.263996465","7.865783477","7.4165125","7.285481267","7.302587531","8.351132081","8.134808591","7.780921806","7.807658487","7.793773682","8.180416941","8.344852803","8.196938158","7.853205466","8.109297901","8.208469405","7.924164809","7.793470019","7.624949655","7.95695439","8.016309631","8.096839164","7.805051564"
"245164_at","11.03837247","10.79047808","10.98799375","10.9713779","10.73754808","10.79703666","10.78179927","10.54098313","9.979256516","9.986017417","10.59240672","10.59156596","10.51019399","10.03777396","10.74232084","10.5988681","10.56546061","10.68900954","10.74564285","10.58674578","10.46063128","10.91057364","10.68926295","10.55285818","11.1347332","11.36001112","11.77461708","11.66047858","11.61103442","11.60751665","10.92670894","10.81040233","10.81278152","10.86612424","10.57911369","10.49192766","10.31751195","10.3758866","9.257314426","9.461460009","9.821264817","9.781126156","10.7831428","10.20037808","10.05006163","10.06521663","10.69674978","10.6813401","10.4393656","10.48568032","10.26770983","10.55944185","10.52073605","10.77692359","10.40719335","10.51888295","10.44449332","10.54119878","10.42326317","10.561578","10.5730023","10.40227281","10.47915084","10.71265847"
"245169_at","10.80377688","10.99611788","10.76256527","10.89066444","10.93077679","10.89872895","11.19088243","11.14713384","11.27415889","11.35768305","11.09569933","11.17866523","10.81733372","11.03918778","11.01164172","11.14480288","10.36731246","10.83266262","10.75138547","10.91084682","10.72892736","10.75904151","10.82572676","10.9875279","10.8168663","10.93979431","11.36043195","11.22073316","11.04770404","10.97661208","11.05075036","11.21949644","11.04454508","11.08567838","10.94934842","10.95001374","10.952675","10.95282145","11.24601573","11.1567478","11.2884046","11.28747744","11.30109241","11.24196821","11.12318488","10.92808398","10.81348742","11.00032326","10.7864831","10.81646207","10.85517901","10.90410177","10.87517947","10.96773839","11.21526194","11.05550364","11.02732631","10.90401714","11.20691846","11.21580184","11.02886895","11.01590497","10.98955749","11.06271072"
"245263_at","10.36432125","10.04916591","10.2390673","9.979864205","10.0555448","10.21247037","10.02334862","10.01967119","10.01653113","10.15850957","10.66555525","10.35706798","10.01814838","9.997037668","10.36456279","10.22757386","10.02611732","9.986928029","9.992506716","10.1203192","9.979948631","10.07306905","9.654187486","10.05956639","9.675899046","9.841630752","9.813653512","10.06341187","10.36561435","10.24273606","10.61695732","10.41526045","10.01054763","10.11681496","9.956954919","10.11910838","9.960696541","10.11126526","9.78391814","9.977562702","9.565785203","9.742597384","10.20948869","10.36982008","9.727613364","9.74685127","10.02765147","10.1314309","9.748961312","9.787696154","9.801590726","10.05924672","10.06630385","9.950367454","10.0829344","9.877070802","9.864187246","9.81495454","10.17529037","10.16938142","10.58182114","10.4704947","10.07502021","10.24798325"
"245332_at","9.878042962","9.929260863","9.834037866","9.948928257","9.865446988","9.687131265","10.02427198","10.06270324","9.747822125","9.8535422","9.739575199","9.942250079","9.526979248","9.786824735","9.907359801","9.765253886","10.25764247","9.959595776","9.801085939","9.931500985","9.830577612","9.859437129","9.73927516","9.849275172","9.783589644","9.880419647","9.026627552","9.271596608","9.633782429","9.58597056","9.86739086","9.735273297","9.937138605","10.0473512","9.62853376","9.835586358","9.906112243","9.984263874","9.887289771","9.985937862","9.911854511","9.825760602","10.35525529","9.831788171","10.44404987","10.38482502","10.07798564","10.08158631","9.687327192","9.976166391","9.994369954","9.866076787","10.01686008","10.17754226","9.817250951","10.0608814","10.05676897","9.811496874","9.712138927","9.699151374","9.796703012","9.781385602","10.04266996","9.975778384"
"245394_at","11.95626175","12.00700582","11.74510838","11.63142063","11.67983904","11.7345568","11.8906113","11.73705046","11.93999937","11.93036572","12.21747071","12.18230949","12.00580567","11.94638822","11.91887812","11.8855315","11.88507432","11.90404772","11.9719819","11.86387866","11.74591221","11.75087691","11.89390854","11.9610426","11.90293199","11.86162072","11.61438033","11.74714578","12.05796055","12.13748575","12.2153178","11.95353736","11.60181122","11.70285477","11.81790212","11.70125769","11.92462916","11.94350687","12.05961861","12.10328608","12.15100357","12.06103936","12.25545577","12.18758357","11.94783386","11.85795958","12.03488144","12.02319484","11.72910666","11.83295252","11.80954579","11.89142467","12.06405522","12.03959675","12.26492456","12.10320864","12.16417916","11.76829725","12.28476163","12.23896798","12.14049934","12.15131785","12.08693256","11.94626267"
"245446_at","8.603673792","8.352238865","8.339084415","8.352761567","8.447019876","8.463148298","8.513477298","8.477638976","8.735159659","8.726135111","8.608688963","8.753084556","8.245823657","8.189435498","8.75942975","8.553488077","8.670794858","8.37777908","8.323403945","8.088304488","8.292364465","8.067276941","7.965262184","7.952490581","7.44392444","7.498002631","8.890595214","9.010850648","8.971259959","9.244953192","8.882018069","9.081147334","8.562375372","8.62479384","8.301248567","8.538967759","8.560798159","8.517244127","8.221165487","8.16873452","8.232112408","8.206581669","8.384585553","8.558337276","8.232421738","8.134552996","8.200728554","8.413947451","8.227830388","8.258210012","8.278532158","8.440963873","8.332041178","8.684159692","8.636162861","8.562525205","8.527473244","8.535050989","8.87465029","8.746531251","8.973161716","8.824439121","8.449024584","8.388381361"
"245701_at","12.90039965","12.87774998","12.97120897","12.90757108","12.95579982","13.0504388","12.88352388","12.91831652","12.63504305","12.61558748","13.16605782","13.08358672","12.83624659","12.89677725","13.30257791","13.320239","12.79045076","12.96037685","12.87191767","13.04063188","12.9082819","12.96090148","12.8134894","12.85675422","12.47675449","12.22963234","12.59282302","12.70570364","12.32963427","12.43107721","13.49063202","13.59504717","13.12524102","13.21146728","12.90613743","12.8380521","12.85079815","12.94456192","12.86797571","12.91725756","12.59833656","12.55492617","12.72831376","12.99335812","12.724987","12.83200568","12.87842495","13.17523111","12.84090408","12.84597931","13.09207131","13.11083091","12.83915103","12.91870116","12.78203403","12.8583608","12.6762442","12.14481568","12.6911176","12.68119235","13.1077793","13.10954746","13.04404908","13.32774814"
"245854_at","10.47635884","10.36856857","10.1398536","10.75771539","10.47286972","10.06978221","10.09890319","9.805405587","9.52156632","9.562666842","10.14406371","9.997384211","9.935504028","9.761179306","10.13496298","9.828579771","9.809766976","9.876827355","9.857807607","10.23411676","9.71877116","10.26706023","9.870294455","9.810371581","9.511369766","9.36150416","9.952995731","10.04019897","10.20501955","9.944169902","9.684155344","8.995699658","9.393507186","9.552558545","9.823298784","10.1034917","9.711649159","10.00200517","9.594499972","9.402795866","9.957440461","9.95731364","11.34192745","10.39082327","11.56270848","11.85947291","10.50907739","10.13471084","9.865638011","9.772554633","9.976189074","10.01359081","10.51226602","10.24092688","9.525267629","9.852268714","9.642759866","9.800325559","9.553736676","9.567134677","9.572308551","9.542083003","9.753135476","9.90984665"
"245888_at","8.972584473","8.791583372","8.777553183","9.301632913","9.168724085","8.938274695","9.202597463","9.101563093","9.354393859","9.361477302","9.246778893","9.299424009","8.600746075","8.846176947","8.714285672","8.979410222","8.079303139","8.77962515","8.875984243","9.042505914","9.541340506","9.660928115","9.908807333","9.90560903","9.242237971","9.387517406","8.941534818","9.258324967","9.069957694","9.161992763","9.130336014","8.991650538","8.763011637","8.852561202","8.944531215","9.084890701","9.196632454","9.048330204","9.013990776","8.934271352","9.247961928","9.593264727","9.712729094","9.064745092","9.360404074","9.385106874","8.944160098","8.773471623","8.432055246","8.562395577","9.096489302","8.977946793","9.275531134","8.881197559","9.131406661","9.270146545","9.270736581","8.899070599","9.235889192","9.333371338","9.120843222","9.019767368","8.851598669","8.917542314"
"245939_at","13.11840308","13.10146549","13.00187844","13.01160678","13.00500893","13.08582998","12.87382836","12.82963433","12.64007412","12.60981168","12.71786465","12.77443042","13.01368959","13.06606086","13.03466571","13.09020873","13.1557585","12.99179522","12.9890243","12.9345879","12.86913615","12.91279535","12.90711285","12.88536309","12.82539177","12.79781253","12.81949899","12.84368781","12.68035247","12.64593577","12.76316588","12.93367643","13.11683793","13.19895968","12.98899","13.02876486","13.06212263","13.04245418","12.85243319","12.87034822","12.63004426","12.72245243","12.84029145","12.80279602","12.90914035","12.92138807","12.92895131","12.99356288","12.90573916","13.01853009","12.96186093","12.97150091","12.99600956","13.02056853","12.85457038","12.79230095","12.76876248","12.26264892","12.6674496","12.65392186","12.84106353","12.7600815","13.10262274","13.12242645"
"246003_at","13.5504893","13.42069841","13.39955389","13.29842846","13.32310389","13.33890303","13.18902035","13.10296807","12.90904268","12.9147491","13.32232004","13.30850986","13.27288934","13.25434761","13.53390242","13.50707038","13.34465424","13.39656945","13.39749766","13.39363227","13.27341106","13.33277596","13.26975185","13.2962647","13.13034719","13.19203076","13.87399866","13.82682453","13.50897424","13.61323588","13.24021918","13.32055198","13.29804485","13.35773825","13.32647706","13.3837008","13.3865156","13.32117292","13.01983238","13.15883022","12.78195896","12.91398174","13.07302082","13.19155364","13.07804199","12.90031464","13.48882103","13.51972345","13.10837627","13.2053303","13.30500659","13.38176653","13.40589824","13.43661317","13.24429611","13.25010173","13.34219742","13.02479393","13.27604174","13.31339808","13.47403478","13.50494023","13.4155906","13.33350343"
"246035_at","10.76959212","10.84290237","10.81440646","11.02071069","10.84774208","10.72592068","10.68718125","10.56382946","10.57464677","10.59088315","11.08510592","11.39438958","10.67251259","10.62982942","10.76336884","10.71232803","10.85526496","10.78398976","10.73892675","10.84011263","10.52376545","10.72756653","10.71948657","10.66531361","10.94927952","10.98837638","10.7488139","10.42101868","10.74550006","10.86291439","10.92105344","10.81181953","10.72595199","10.69590039","10.7846992","10.81149141","10.64676228","10.72382629","10.24255871","10.17977777","10.78583177","10.69137723","11.16445767","11.13581423","11.03384887","10.97330823","11.19999501","10.58227564","10.60121701","10.87814007","10.46924559","10.56116811","10.9720984","10.88306157","10.65791286","10.4751753","10.80707003","10.67529864","10.72566609","10.71423558","11.11036901","11.02945515","10.71732667","10.67223497"
"246073_at","10.32637344","10.34985511","10.39988993","10.53896581","10.50271904","10.24132935","10.12150545","9.99398629","9.676771383","9.697856501","9.479318132","9.764243274","10.26903959","10.1451257","10.3848144","10.40235195","10.55757938","10.3094895","10.38831796","10.44048749","10.28336987","10.45747423","10.80059938","10.84336708","11.50015797","11.52007585","10.44683575","10.70653238","10.27877528","10.05663483","9.870400945","9.872405839","10.66775471","10.62833742","10.29791703","10.29123534","10.42690902","10.43737017","10.27643434","10.16434879","10.18573196","10.35406054","10.3229068","10.14458522","10.76783159","10.80566954","10.69131347","10.21212843","10.28931065","10.43544462","10.37342387","10.17796938","10.76776451","10.66881527","10.23852296","10.20423104","10.32783719","10.14942074","9.909005893","9.928919529","9.528457521","9.420472944","10.27710947","10.34383413"
"246152_at","9.451389589","9.320427988","9.379726152","9.233967772","9.20129338","9.356564601","8.836409199","8.933060315","9.149659196","8.968340171","9.201380466","9.150779315","9.128282992","9.113539236","9.406649956","9.403423374","9.530269841","9.343693469","9.275237705","9.388155543","9.12680316","9.221713776","8.983701512","9.109160541","8.91294986","8.933197446","9.740614966","9.730299588","9.62245993","9.691712984","9.454310635","9.327233499","9.374365315","9.437818572","9.15211225","9.154418329","9.415625842","9.214261849","8.91795492","8.816229353","8.192906181","8.496796776","8.465134595","8.691646738","8.56810031","8.057742453","9.292895446","9.433508225","9.037385372","8.997560132","9.157423939","9.291962558","9.310676184","9.412660397","9.450646582","9.169513693","9.098251763","9.146602169","9.537911991","9.464232411","9.234478245","9.349808827","9.607361822","9.459170079"
"246157_at","9.972704994","10.00280914","10.126739","10.00525004","10.05851336","10.0525248","10.2449176","10.15897752","10.11469052","10.17471362","10.36991742","10.52792785","9.954753601","9.922074111","10.27512038","10.32246067","9.910526908","10.21369929","10.17918836","10.26419125","10.06066217","9.936925165","10.07287896","10.20182228","10.10227138","9.948726492","9.725782058","9.721165077","10.23622165","10.22317656","10.53312467","10.65000862","10.27993003","10.36481196","10.05046998","9.959350659","9.7303063","10.13051728","10.13478331","10.16214295","10.46944518","10.50953848","10.93308132","10.54039562","10.57890228","10.43490147","10.30354182","10.22911493","9.876753453","10.01539828","9.866739953","10.06156395","10.16344029","10.1844208","10.25368537","10.23828982","10.39553374","10.31107791","10.59957441","10.49785614","10.44622458","10.50257169","10.32551173","10.20793382"
"246162_at","7.750382736","7.766470455","8.041329926","8.139939825","8.164712915","8.180590988","8.688810262","8.786610372","8.794572012","8.972429432","8.825067364","8.722782531","7.984001955","8.197108533","7.911447999","8.152444012","8.050982214","8.021915047","7.872011437","7.937947188","7.845254106","7.618358808","7.646147157","7.821602376","7.775063342","7.677637437","7.939129313","8.091640731","8.178450906","8.201665345","8.470353548","8.59305305","8.182195917","8.329920871","7.729472894","8.012705403","7.847873041","8.151567839","8.482313837","8.261951954","8.996694993","8.738829083","8.890646765","8.646964887","8.94376875","8.754471433","8.380651503","8.461577882","7.854632634","7.828279437","8.105636182","8.046126228","8.134005888","7.936413223","8.287500633","8.651575648","8.640166134","8.263739141","8.362129035","8.297202","8.67179099","8.551178686","8.26976368","8.179576693"
"246249_at","7.572108848","7.546603489","7.793698317","7.695772572","7.524329177","7.506679039","7.599838771","7.291322797","7.33700878","7.320549083","7.518842553","7.521356057","7.024868232","6.92757491","7.454299643","7.488019083","7.234386618","7.044452661","7.00746882","7.523693075","7.356730692","7.820329081","8.010977254","8.017981324","9.516120176","9.589306052","8.977087621","9.217010728","8.402586583","8.378755149","7.962186893","7.505689252","7.324929945","7.441003037","7.38037292","7.55037404","7.089059416","7.232625551","6.89708377","6.702591711","7.533051244","7.022460288","7.852314785","6.918002291","7.315244435","7.328380944","7.491138815","7.301073079","6.822308745","6.911862498","6.975214853","7.293777004","7.735682882","7.769357669","7.343602858","7.721630509","7.454494247","7.266046757","7.425803019","7.564088436","7.509970356","7.518974345","7.475536368","7.444095886"
"246266_at","9.059546415","8.728325584","8.75090806","8.81784463","8.9452427","8.726326278","8.753649464","8.485014133","8.459202003","8.523601541","8.799238898","8.716922268","8.35358482","8.198377008","8.592613238","8.766149656","8.321137828","8.776965993","8.629966104","8.768527311","8.541121976","8.547731249","8.364811253","8.431176222","8.635029904","8.575043119","9.640357719","9.60654456","9.360055821","9.449025611","8.956648559","8.849252195","8.893413235","9.025795461","8.298079178","8.361356226","8.116998739","8.38785371","7.665664197","7.777403061","7.770055979","8.252202972","8.569581997","8.326690076","8.625673485","8.47873631","8.995743954","8.736435246","8.380644145","8.419952889","8.50278656","8.630782643","8.741250232","9.017833872","8.545403428","8.626840017","8.862969983","8.622634961","8.65322656","8.736479959","8.724745093","8.864354544","8.820452238","9.09101749"
"246303_at","9.970663336","9.657829214","9.505767473","9.623825054","9.521313442","9.538061834","8.777033558","8.633122586","8.867419165","8.905826006","9.29660205","9.247560977","9.013987387","8.646570545","9.606986171","9.509628238","8.957549469","9.134542999","9.379080922","9.437102177","9.094439888","9.655116434","9.175638957","9.272553848","9.267172597","9.426846274","9.929952582","10.15940548","9.440898317","9.487448966","9.4161252","9.254154931","9.523684428","9.472288852","9.384651087","9.188905913","9.070167316","9.322421912","8.148765568","7.93206228","8.174282099","8.235174427","8.741855256","8.207509331","8.788059444","8.542307296","9.584806165","9.310904526","9.035077565","9.075051699","9.298381025","9.488591975","9.516421418","9.453764345","9.187730811","9.229136195","9.1564493","9.195892543","9.442084863","9.222219268","9.482569318","9.31601952","9.34522977","9.351333731"
"246396_at","9.88696048","10.20513443","9.209744348","8.787511641","8.866435118","9.420234889","10.31340821","10.66782592","10.61849534","10.77809597","10.11723644","10.01978103","10.28891852","10.4303244","10.20538216","10.20589433","9.855171251","10.10889971","9.812221559","10.10027091","9.729323668","9.401773266","8.17712206","8.471140422","8.558308382","8.832549871","11.08540111","10.91994736","10.84055864","10.72973643","9.920052746","10.18950478","10.26144615","10.02921791","10.23422288","10.61566492","9.9837942","9.566934113","10.90091599","10.65078052","10.54555158","10.17612887","9.824106962","9.810419432","10.38522962","10.65079645","10.43777404","10.64969255","10.47704976","10.801879","11.02435827","10.60098566","9.969743243","9.836460963","10.36265787","11.02823171","10.43700294","9.917258837","10.07508151","10.05336009","9.757065349","9.852189977","10.20502584","10.03835273"
"246478_at","7.745270092","7.503555445","7.208679941","7.735380088","7.350625196","7.515087003","7.353454281","7.246627185","7.539414741","7.10091532","7.460698941","7.68082392","7.313907964","7.134516532","7.500891143","7.44242461","6.945291901","7.629973897","7.415767826","7.776801784","7.423131715","7.590379073","7.501431122","7.406274007","6.979660874","6.797834837","8.346559449","8.540927987","8.048481494","7.763723303","7.585209328","7.370905472","7.684217495","7.781592045","7.466377055","7.378445354","7.447584999","7.499179853","6.84912925","6.993301647","7.086021174","6.940356225","7.515149477","7.274989458","7.709749561","7.486533093","7.818714857","7.359375481","7.126948682","7.318692949","6.993946137","7.228871402","7.972413477","7.995678282","7.536798727","7.495182559","7.859979084","7.632137656","7.808084093","7.481150461","7.432134024","7.626614341","7.469068691","7.584723648"
"246509_at","10.40811295","10.26386995","9.994547741","9.903466917","10.05146328","10.20739453","9.814853365","9.705247523","9.687862785","9.618330922","10.46024552","10.34934356","10.06666922","10.00644157","10.3238385","10.24632239","10.06353063","10.08174961","10.10643752","10.12625405","10.07149132","10.05157316","9.956385564","10.13072762","9.662603692","9.729395589","9.342255144","9.659935749","10.13249262","10.02619829","10.64638124","10.44026177","10.19006129","10.14637916","10.01376261","10.12728448","10.14145858","10.15246284","9.730961872","9.690154124","8.944880473","9.237376098","9.346969777","10.03781735","9.379101729","9.218989092","10.00718919","10.25427971","9.825238132","9.75144407","9.982766396","10.24284207","10.0652373","10.00857768","9.87828028","9.719573707","9.715430299","9.607638","9.743620226","9.766819778","10.78810377","10.72170751","10.38252511","10.31973608"
"246521_at","9.786397936","9.760249456","9.432253424","9.499835323","9.617370262","9.239448536","8.99737048","9.116171885","9.292938599","9.292522618","9.286023959","9.406092079","9.31827072","9.066836805","9.371133833","9.257488476","9.928188811","9.394922153","9.437193409","9.520172539","9.269250375","9.680160047","9.623490942","9.603264064","10.27431747","10.58625092","10.06148014","10.08483651","9.670940126","9.728082986","9.394894542","9.164220928","9.346418394","9.357518364","9.453910343","9.569380131","9.654159187","9.351617615","8.966141789","8.738155353","9.078720162","9.133450635","9.982228652","9.358085125","9.508547796","9.572405516","9.644418973","9.451549282","9.608733631","9.476476363","9.454742885","9.442078871","9.678865322","9.798724607","9.272264569","9.379435859","9.553484264","9.363197551","9.428445716","9.236383167","9.488179042","9.549834851","9.422753756","9.358565523"
"246528_at","8.659141745","8.604686778","8.685774973","9.166002272","9.037299493","8.297049537","8.433298734","8.407955752","8.91182825","8.754801749","9.042054352","9.099175821","8.717224461","8.631653953","8.425627668","8.407794692","8.135858048","8.47711237","8.442321103","8.483346475","8.735793337","9.190900777","9.59398782","9.580995971","10.01315928","9.980537311","8.563786509","8.599269331","9.138424704","9.29986377","8.969201666","9.151819699","8.270584203","8.273829067","8.471708317","8.708510972","8.990546448","8.656434323","8.414360677","8.36224867","9.235102952","9.020129149","9.222244577","9.087297578","8.899033093","8.971203332","8.555809708","8.383324841","8.538135255","8.472652613","8.279133088","8.291717044","8.626860594","8.607744522","8.631643599","8.690420727","8.776156993","8.839934407","9.126598341","9.073192529","9.073735944","9.161025463","8.361733441","8.366844511"
"246546_at","11.73644921","11.59279576","11.70845175","11.51771072","11.5514665","11.67314775","11.10425335","10.87743155","10.53109695","10.52495317","10.94917569","11.10216749","11.41141682","11.35664739","11.6518222","11.51325602","11.5183885","11.69504946","11.5748199","11.59117656","11.35086163","11.44019294","11.37750015","11.27475507","11.39755902","11.4106909","11.39956149","11.36990241","11.03482454","11.14520961","11.51374218","11.0634944","11.54191991","11.490139","11.39340141","11.46153509","11.33685104","11.51647985","10.84581236","10.83997223","11.08454819","11.05316543","11.21410324","10.80876092","11.79033592","11.95299356","11.70200874","11.68586566","11.34373648","11.33574185","11.41667388","11.32888884","11.53501494","11.58937428","11.08203643","11.17093039","11.16952139","11.11628503","10.93763061","11.05841336","10.93598336","10.93466188","11.66317196","11.72115334"
"246595_at","10.86936825","11.34569364","11.48917529","11.27160781","11.45460757","11.26181406","11.95036714","12.07862542","12.39558786","12.67792312","12.14863604","12.18735504","11.17503225","11.47648276","11.29076656","11.13404103","11.54800559","11.32406763","11.41563499","11.46869877","11.42653229","11.09293243","11.12650826","11.02990832","11.23283547","11.09145376","11.77229626","11.57933214","12.37039031","12.59159573","11.96223948","12.11659362","11.16633885","11.27660725","11.33989713","11.76124639","11.5989096","11.53960237","12.78044507","12.58160211","13.09054618","12.89410246","13.36423067","12.71113415","13.20839364","13.17303384","11.92588955","11.63969507","11.6236378","11.78638916","12.07794548","11.46017457","11.41950028","11.07098958","11.81355782","12.39646797","12.16854857","11.74125175","11.9077082","12.09798206","11.72681827","11.80124043","11.13257952","10.78755298"
"246744_at","10.09906992","9.72786518","10.1174385","10.58444772","10.23530098","9.849586561","9.976339198","9.726000625","9.942666815","9.941915257","10.26966086","10.43617578","9.812612959","9.792727069","9.981795328","9.835167211","10.21054986","10.12089475","10.07367531","9.914657505","9.883342329","9.657503734","10.09168098","10.12338153","10.91737071","11.05251202","9.824707337","9.670005277","9.912741049","9.916882959","10.41607054","10.32829293","9.986614767","10.10647174","9.942232234","10.05568494","9.919397982","9.890366075","9.63864999","9.971323721","10.02781275","9.789594853","10.94276447","10.3600896","10.82159864","10.87622955","10.52896288","10.22724501","9.888530966","10.05801859","10.54447111","10.02431668","10.73768189","10.12480917","9.877961048","10.15736743","10.29428263","10.1564103","9.875128104","10.25674768","10.21820149","10.21621626","9.896834013","9.625659846"
"246746_at","8.566780379","8.438123395","8.157814651","8.23440774","8.322428195","8.119621482","8.443101222","8.347689419","8.385326789","8.370660466","8.378280482","8.524853782","8.270892747","8.152847767","8.505790796","8.671617376","8.771290705","8.432284656","8.610531008","8.216608403","8.391313709","8.345768067","8.258233535","8.486558908","8.405985414","8.615177137","8.911976871","9.108772236","9.481276707","9.436045424","9.000510249","8.723401934","8.610129049","8.491814308","8.437773136","8.202210562","8.474922077","8.444991322","8.410030388","8.488984584","8.08816083","8.105677318","8.323038255","8.319325253","7.971670218","7.69767323","8.347876408","8.284601177","8.090579745","8.023972654","8.149737051","8.45620938","8.554956025","8.673621124","8.849541975","8.489118436","8.591886809","8.617407169","8.923146779","8.671477797","8.666061426","8.635922697","8.468942866","8.495833173"
"246800_at","9.955067808","9.877457901","9.86149925","9.983180324","9.89967546","10.02383321","9.806925241","9.803045518","9.874329474","9.985017106","10.06652942","10.19036814","9.81893118","9.890962684","10.00629815","10.10275822","9.513885478","9.764238044","9.89818484","9.792964612","9.895507003","9.776790591","9.798005814","9.645899775","9.471788919","9.509806639","9.596645867","9.553704168","10.02132238","10.08729293","9.932798193","10.14193552","10.3254408","10.36404553","9.826348765","9.852163576","9.722742","9.970915172","9.884421449","9.862517836","10.00376824","10.06039427","10.48017052","10.28251725","10.33695087","10.24536261","9.667029699","9.596388538","9.815922075","9.724458584","9.410132907","9.681941296","9.694188478","9.964340604","9.845039991","9.83779831","10.05903824","9.792579642","9.915318242","10.02326644","10.07022007","10.16388035","9.899364454","9.90723513"
"246801_at","11.05673669","10.88597531","10.62536534","10.50285226","10.59329111","10.57241274","10.43096143","10.29198266","10.35361011","10.23777517","10.32455257","10.43083786","10.76142149","10.58414218","9.702948232","9.099642986","10.77223688","10.56421902","10.71784665","10.54317595","10.42480019","10.5199752","10.96402855","10.9776257","11.60341517","11.50415308","9.581917269","9.597097613","10.90091999","10.86173358","10.56605568","9.10454005","9.1792939","9.184896706","10.88385499","10.72845061","10.74623697","10.67148485","10.49749488","10.46003939","10.70726604","10.51141762","10.77964073","10.56281544","10.67002423","10.62300647","10.85908458","10.62902446","10.5540505","10.57940846","10.49297186","10.51394571","10.80611516","10.77151422","10.48737066","10.66791667","10.57618911","10.45816467","10.54593526","10.618588","10.61901965","10.62015597","10.62368053","10.66380984"
"246850_at","7.041435847","7.211042498","7.228413634","7.098473686","6.882474257","6.913910038","6.72173607","6.822570817","6.289882876","6.377803641","6.654649383","6.675697017","7.007058632","6.80292419","7.340064289","6.90776432","6.98295097","6.8653191","6.837232977","6.921218514","6.930454797","6.980229277","6.739337423","6.91482623","7.230925191","7.390065472","7.94908483","7.993817138","7.775249291","7.806215048","7.361703651","6.963645005","7.318811983","7.507387212","6.771385213","6.893783887","6.740599823","6.644699455","6.600934329","6.320644988","6.241315608","6.496618744","7.033553443","6.233203703","6.513848128","6.614934653","7.120539674","6.929607872","6.645855882","6.634623766","6.854979847","7.140191325","6.827625355","6.850273917","6.53891022","6.825853598","6.705098047","6.496895281","6.514489963","6.643313115","6.586048936","6.587462122","7.149015615","7.366896723"
